17,* * *
18,* * *
19,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
20,* * *
21,* * *
17,* * *
18,* * *
19,* * *
