 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
 5,indiana-gigapop-ctc-internet2-150.tcom.purdue.edu (192.5.40.86),35.106 ms,21.310 ms *
 9,nox1sumgw1-i2-re.nox.org (192.5.89.17),59.848 ms *,66.298 ms
10,* miti-re-nox1sumgw1.nox.org (207.210.143.58),60.872 ms,56.586 ms
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
 1,* * *
12,* * *
